0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1.2733835410032024,1.3202671269020527,0.9791842777231565,1.017442989840247,1.2005975329380936,1.2407793225709252,1.1692833208658553,1.2471698595229264,1.2531519312004737,1.3291866174764715,1.3391369483296394,1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524
1.3202671269020527,0.9791842777231565,1.017442989840247,1.2005975329380936,1.2407793225709252,1.1692833208658553,1.2471698595229264,1.2531519312004737,1.3291866174764715,1.3391369483296394,1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835
0.9791842777231565,1.017442989840247,1.2005975329380936,1.2407793225709252,1.1692833208658553,1.2471698595229264,1.2531519312004737,1.3291866174764715,1.3391369483296394,1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472
1.017442989840247,1.2005975329380936,1.2407793225709252,1.1692833208658553,1.2471698595229264,1.2531519312004737,1.3291866174764715,1.3391369483296394,1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948
1.2005975329380936,1.2407793225709252,1.1692833208658553,1.2471698595229264,1.2531519312004737,1.3291866174764715,1.3391369483296394,1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782
1.2407793225709252,1.1692833208658553,1.2471698595229264,1.2531519312004737,1.3291866174764715,1.3391369483296394,1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342
1.1692833208658553,1.2471698595229264,1.2531519312004737,1.3291866174764715,1.3391369483296394,1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303
1.2471698595229264,1.2531519312004737,1.3291866174764715,1.3391369483296394,1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623
1.2531519312004737,1.3291866174764715,1.3391369483296394,1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537
1.3291866174764715,1.3391369483296394,1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987
1.3391369483296394,1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864
1.413316346503891,1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615
1.4163118554836893,1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905
1.6241387026860057,1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333
1.3203272483043411,1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065
1.5538170916726952,1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537
1.638158240106446,1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178
1.5634346939105097,1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774
1.507921983980251,1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338
1.5699573748997036,1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439
1.4865757659606524,1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152
1.5044156840889835,1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166
1.6150622041760472,1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142
1.6210442758535948,1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037
1.6220437761866782,1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517
1.774764863204342,1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657
1.3964284224844303,1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101
1.6846103699778623,1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625
1.6541511624931537,1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262
1.6133291679728987,1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754
1.5839003572820864,1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558
1.604682896464615,1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876
1.620556245620905,1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124
1.6413387848034333,1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653
1.6433367874661065,1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878
1.6863962769265537,1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176
1.6413989109958178,1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431
1.7689122312947774,1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884
1.4852221801125338,1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195
1.4599043721282439,1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514
1.5377909107853152,1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193
1.528750166133166,1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354
1.4122163498772142,1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892
1.4349558368467037,1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892,1.1911432746832717
1.5712334551392517,1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892,1.1911432746832717,1.1911432746832717
1.6209755470340657,1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892,1.1911432746832717,1.1911432746832717,1.1871352532857329
1.613950932097101,1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892,1.1911432746832717,1.1911432746832717,1.1871352532857329,1.097210545757746
1.6844093957456625,1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892,1.1911432746832717,1.1911432746832717,1.1871352532857329,1.097210545757746,1.1383524890889212
1.6096858495497262,1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892,1.1911432746832717,1.1911432746832717,1.1871352532857329,1.097210545757746,1.1383524890889212,1.066856487383851
1.7319034822739754,1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892,1.1911432746832717,1.1911432746832717,1.1871352532857329,1.097210545757746,1.1383524890889212,1.066856487383851,1.003916687609977
1.386592296985558,1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892,1.1911432746832717,1.1911432746832717,1.1871352532857329,1.097210545757746,1.1383524890889212,1.066856487383851,1.003916687609977,1.0237193149061568
1.4401330639135876,1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892,1.1911432746832717,1.1911432746832717,1.1871352532857329,1.097210545757746,1.1383524890889212,1.066856487383851,1.003916687609977,1.0237193149061568,1.145051600073682
1.5354432437179124,1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892,1.1911432746832717,1.1911432746832717,1.1871352532857329,1.097210545757746,1.1383524890889212,1.066856487383851,1.003916687609977,1.0237193149061568,1.145051600073682,1.057312685765675
1.5974786346373653,1.619240126418878,1.475369755999176,1.334957602282431,1.3014008187535884,1.3192407368819195,1.3680309010513514,1.3406597042552193,1.4405050392249354,0.9592382177004892,1.1911432746832717,1.1911432746832717,1.1871352532857329,1.097210545757746,1.1383524890889212,1.066856487383851,1.003916687609977,1.0237193149061568,1.145051600073682,1.057312685765675,1.1416538341994258
0,0.036331929247390204,0.15943412638137366,0.20631771228022408,0.12727450493977122,0.24149564902979404,0.38559599300355096,0.3332495126313419,0.32016427308268647,0.41547445288701146,0.38707497836531357,0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342
0.036331929247390204,0.15943412638137366,0.20631771228022408,0.12727450493977122,0.24149564902979404,0.38559599300355096,0.3332495126313419,0.32016427308268647,0.41547445288701146,0.38707497836531357,0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099
0.15943412638137366,0.20631771228022408,0.12727450493977122,0.24149564902979404,0.38559599300355096,0.3332495126313419,0.32016427308268647,0.41547445288701146,0.38707497836531357,0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912
0.20631771228022408,0.12727450493977122,0.24149564902979404,0.38559599300355096,0.3332495126313419,0.32016427308268647,0.41547445288701146,0.38707497836531357,0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375
0.12727450493977122,0.24149564902979404,0.38559599300355096,0.3332495126313419,0.32016427308268647,0.41547445288701146,0.38707497836531357,0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055
0.24149564902979404,0.38559599300355096,0.3332495126313419,0.32016427308268647,0.41547445288701146,0.38707497836531357,0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448
0.38559599300355096,0.3332495126313419,0.32016427308268647,0.41547445288701146,0.38707497836531357,0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291
0.3332495126313419,0.32016427308268647,0.41547445288701146,0.38707497836531357,0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847
0.32016427308268647,0.41547445288701146,0.38707497836531357,0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784
0.41547445288701146,0.38707497836531357,0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704
0.38707497836531357,0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704,0.5348914852154257
0.5652211637487876,0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704,0.5348914852154257,0.5846335771102397
0.15273144070365877,0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704,0.5348914852154257,0.5846335771102397,0.5755928324580906
0.29769721095384427,0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704,0.5348914852154257,0.5846335771102397,0.5755928324580906,0.5973543242396032
0.45896535854996656,0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704,0.5348914852154257,0.5846335771102397,0.5755928324580906,0.5973543242396032,0.6394555002582386
0.5606190122764664,0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704,0.5348914852154257,0.5846335771102397,0.5755928324580906,0.5973543242396032,0.6394555002582386,0.7014908911776915
0.531190201585654,0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704,0.5348914852154257,0.5846335771102397,0.5755928324580906,0.5973543242396032,0.6394555002582386,0.7014908911776915,0.26298592899132683
0.5885152682049234,0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704,0.5348914852154257,0.5846335771102397,0.5755928324580906,0.5973543242396032,0.6394555002582386,0.7014908911776915,0.26298592899132683,0.3682464396488197
0.6248471974523138,0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704,0.5348914852154257,0.5846335771102397,0.5755928324580906,0.5973543242396032,0.6394555002582386,0.7014908911776915,0.26298592899132683,0.3682464396488197,0.5662772901479544
0.5923240057467537,0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704,0.5348914852154257,0.5846335771102397,0.5755928324580906,0.5973543242396032,0.6394555002582386,0.7014908911776915,0.26298592899132683,0.3682464396488197,0.5662772901479544,0.4904755767316726
0.5721212984292342,0.6303902065532099,0.6696109197064912,0.8214732690157375,0.2163369657785055,0.3358962008361448,0.5717585245581291,0.5319776545462847,0.48593371604487784,0.5591841777844704,0.5348914852154257,0.5846335771102397,0.5755928324580906,0.5973543242396032,0.6394555002582386,0.7014908911776915,0.26298592899132683,0.3682464396488197,0.5662772901479544,0.4904755767316726,0.5957360873891656
